id;premises;target_sentence;conclusion;gold_label;item_id;context_condition;target_variant;response_option
exp1_30_na_p_f_twice;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Sabine wieder eine gemeine Luge gehort, als sie an einem Streit beteiligt war.;Sabine hat mindestens zweimal eine gemeine Luge gehort.;neutral;30;positive;a;twice
exp1_30_na_p_f_cannot_say;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Sabine wieder eine gemeine Luge gehort, als sie an einem Streit beteiligt war.;Es lässt sich nicht sagen, wie oft Sabine eine gemeine Luge gehort hat.;neutral;30;positive;a;cannot say
exp1_30_na_n_d_once;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Linda wieder eine gemeine Luge gehort, als sie an einem Streit beteiligt war.;Linda hat einmal eine gemeine Luge gehort.;neutral;30;neutral;a;once
exp1_30_na_n_d_twice;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Linda wieder eine gemeine Luge gehort, als sie an einem Streit beteiligt war.;Linda hat mindestens zweimal eine gemeine Luge gehort.;entailment;30;neutral;a;twice
exp1_30_na_n_d_cannot_say;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Linda wieder eine gemeine Luge gehort, als sie an einem Streit beteiligt war.;Es lässt sich nicht sagen, wie oft Linda eine gemeine Luge gehort hat.;neutral;30;neutral;a;cannot say
exp1_30_nb_p_f_once;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Sabine wieder eine gemeine Luge erzahlt, als sie an einem Streit beteiligt war.;Sabine hat einmal eine gemeine Luge erzahlt.;entailment;30;positive;b;once
exp1_30_nb_p_f_twice;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Sabine wieder eine gemeine Luge erzahlt, als sie an einem Streit beteiligt war.;Sabine hat mindestens zweimal eine gemeine Luge erzahlt.;neutral;30;positive;b;twice
exp1_30_nb_p_f_cannot_say;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Sabine wieder eine gemeine Luge erzahlt, als sie an einem Streit beteiligt war.;Es lässt sich nicht sagen, wie oft Sabine eine gemeine Luge erzahlt hat.;neutral;30;positive;b;cannot say
exp1_30_nb_n_d_once;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Linda wieder eine gemeine Luge erzahlt, als sie an einem Streit beteiligt war.;Linda hat einmal eine gemeine Luge erzahlt.;neutral;30;neutral;b;once
exp1_30_nb_n_d_twice;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Linda wieder eine gemeine Luge erzahlt, als sie an einem Streit beteiligt war.;Linda hat mindestens zweimal eine gemeine Luge erzahlt.;entailment;30;neutral;b;twice
exp1_30_nb_n_d_cannot_say;Vor zwei Wochen hat Linda Sabine angelogen.;Vor vier Tagen hat Linda wieder eine gemeine Luge erzahlt, als sie an einem Streit beteiligt war.;Es lässt sich nicht sagen, wie oft Linda eine gemeine Luge erzahlt hat.;neutral;30;neutral;b;cannot say
exp1_31_pa_p_f_once;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage bekommen, wahrend sie mit einer Freundin gelernt hat.;Judith hat einmal eine wohltuende Massage bekommen.;neutral;31;positive;a;once
exp1_31_pa_p_f_twice;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage bekommen, wahrend sie mit einer Freundin gelernt hat.;Judith hat mindestens zweimal eine wohltuende Massage bekommen.;entailment;31;positive;a;twice
exp1_31_pa_p_f_cannot_say;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage bekommen, wahrend sie mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Judith eine wohltuende Massage bekommen hat.;neutral;31;positive;a;cannot say
exp1_31_pa_n_d_once;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage bekommen, wahrend er mit einer Freundin gelernt hat.;Timo hat einmal eine wohltuende Massage bekommen.;entailment;31;neutral;a;once
exp1_31_pa_n_d_twice;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage bekommen, wahrend er mit einer Freundin gelernt hat.;Timo hat mindestens zweimal eine wohltuende Massage bekommen.;neutral;31;neutral;a;twice
exp1_31_pa_n_d_cannot_say;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage bekommen, wahrend er mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Timo eine wohltuende Massage bekommen hat.;neutral;31;neutral;a;cannot say
exp1_31_pb_p_f_once;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage gegeben, wahrend sie mit einer Freundin gelernt hat.;Judith hat einmal eine wohltuende Massage gegeben.;neutral;31;positive;b;once
exp1_31_pb_p_f_twice;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage gegeben, wahrend sie mit einer Freundin gelernt hat.;Judith hat mindestens zweimal eine wohltuende Massage gegeben.;entailment;31;positive;b;twice
exp1_31_pb_p_f_cannot_say;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage gegeben, wahrend sie mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Judith eine wohltuende Massage gegeben hat.;neutral;31;positive;b;cannot say
exp1_31_pb_n_d_once;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage gegeben, wahrend er mit einer Freundin gelernt hat.;Timo hat einmal eine wohltuende Massage gegeben.;entailment;31;neutral;b;once
exp1_31_pb_n_d_twice;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage gegeben, wahrend er mit einer Freundin gelernt hat.;Timo hat mindestens zweimal eine wohltuende Massage gegeben.;neutral;31;neutral;b;twice
exp1_31_pb_n_d_cannot_say;Vor drei Wochen hat Timo Judith massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage gegeben, wahrend er mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Timo eine wohltuende Massage gegeben hat.;neutral;31;neutral;b;cannot say
exp1_31_na_p_f_once;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage bekommen, wahrend er mit einer Freundin gelernt hat.;Timo hat einmal eine wohltuende Massage bekommen.;entailment;31;positive;a;once
exp1_31_na_p_f_twice;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage bekommen, wahrend er mit einer Freundin gelernt hat.;Timo hat mindestens zweimal eine wohltuende Massage bekommen.;neutral;31;positive;a;twice
exp1_31_na_p_f_cannot_say;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage bekommen, wahrend er mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Timo eine wohltuende Massage bekommen hat.;neutral;31;positive;a;cannot say
exp1_31_na_n_d_once;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage bekommen, wahrend sie mit einer Freundin gelernt hat.;Judith hat einmal eine wohltuende Massage bekommen.;neutral;31;neutral;a;once
exp1_31_na_n_d_twice;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage bekommen, wahrend sie mit einer Freundin gelernt hat.;Judith hat mindestens zweimal eine wohltuende Massage bekommen.;entailment;31;neutral;a;twice
exp1_31_na_n_d_cannot_say;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage bekommen, wahrend sie mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Judith eine wohltuende Massage bekommen hat.;neutral;31;neutral;a;cannot say
exp1_31_nb_p_f_once;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage gegeben, wahrend er mit einer Freundin gelernt hat.;Timo hat einmal eine wohltuende Massage gegeben.;entailment;31;positive;b;once
exp1_31_nb_p_f_twice;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage gegeben, wahrend er mit einer Freundin gelernt hat.;Timo hat mindestens zweimal eine wohltuende Massage gegeben.;neutral;31;positive;b;twice
exp1_31_nb_p_f_cannot_say;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Timo wieder eine wohltuende Massage gegeben, wahrend er mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Timo eine wohltuende Massage gegeben hat.;neutral;31;positive;b;cannot say
exp1_31_nb_n_d_once;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage gegeben, wahrend sie mit einer Freundin gelernt hat.;Judith hat einmal eine wohltuende Massage gegeben.;neutral;31;neutral;b;once
exp1_31_nb_n_d_twice;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage gegeben, wahrend sie mit einer Freundin gelernt hat.;Judith hat mindestens zweimal eine wohltuende Massage gegeben.;entailment;31;neutral;b;twice
exp1_31_nb_n_d_cannot_say;Vor drei Wochen hat Judith Timo massiert.;Vor vier Tagen hat Judith wieder eine wohltuende Massage gegeben, wahrend sie mit einer Freundin gelernt hat.;Es lässt sich nicht sagen, wie oft Judith eine wohltuende Massage gegeben hat.;neutral;31;neutral;b;cannot say
exp1_32_pa_p_f_once;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal geschreinert, weil sie in eine WG gezogen ist.;Linda hat einmal ein weißes Bucherregal geschreinert.;neutral;32;positive;a;once
exp1_32_pa_p_f_twice;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal geschreinert, weil sie in eine WG gezogen ist.;Linda hat mindestens zweimal ein weißes Bucherregal geschreinert.;entailment;32;positive;a;twice
exp1_32_pa_p_f_cannot_say;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal geschreinert, weil sie in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Linda ein weißes Bucherregal geschreinert hat.;neutral;32;positive;a;cannot say
exp1_32_pa_n_d_once;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal geschreinert, weil er in eine WG gezogen ist.;Timo hat einmal ein weißes Bucherregal geschreinert.;entailment;32;neutral;a;once
exp1_32_pa_n_d_twice;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal geschreinert, weil er in eine WG gezogen ist.;Timo hat mindestens zweimal ein weißes Bucherregal geschreinert.;neutral;32;neutral;a;twice
exp1_32_pa_n_d_cannot_say;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal geschreinert, weil er in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Timo ein weißes Bucherregal geschreinert hat.;neutral;32;neutral;a;cannot say
exp1_32_pb_p_f_once;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal erhalten, weil sie in eine WG gezogen ist.;Linda hat einmal ein weißes Bucherregal erhalten.;neutral;32;positive;b;once
exp1_32_pb_p_f_twice;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal erhalten, weil sie in eine WG gezogen ist.;Linda hat mindestens zweimal ein weißes Bucherregal erhalten.;entailment;32;positive;b;twice
exp1_32_pb_p_f_cannot_say;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal erhalten, weil sie in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Linda ein weißes Bucherregal erhalten hat.;neutral;32;positive;b;cannot say
exp1_32_pb_n_d_once;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal erhalten, weil er in eine WG gezogen ist.;Timo hat einmal ein weißes Bucherregal erhalten.;entailment;32;neutral;b;once
exp1_32_pb_n_d_twice;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal erhalten, weil er in eine WG gezogen ist.;Timo hat mindestens zweimal ein weißes Bucherregal erhalten.;neutral;32;neutral;b;twice
exp1_32_pb_n_d_cannot_say;Vor drei Monaten hat Timo Linda ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal erhalten, weil er in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Timo ein weißes Bucherregal erhalten hat.;neutral;32;neutral;b;cannot say
exp1_32_na_p_f_once;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal geschreinert, weil er in eine WG gezogen ist.;Timo hat einmal ein weißes Bucherregal geschreinert.;entailment;32;positive;a;once
exp1_32_na_p_f_twice;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal geschreinert, weil er in eine WG gezogen ist.;Timo hat mindestens zweimal ein weißes Bucherregal geschreinert.;neutral;32;positive;a;twice
exp1_32_na_p_f_cannot_say;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal geschreinert, weil er in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Timo ein weißes Bucherregal geschreinert hat.;neutral;32;positive;a;cannot say
exp1_32_na_n_d_once;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal geschreinert, weil sie in eine WG gezogen ist.;Linda hat einmal ein weißes Bucherregal geschreinert.;neutral;32;neutral;a;once
exp1_32_na_n_d_twice;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal geschreinert, weil sie in eine WG gezogen ist.;Linda hat mindestens zweimal ein weißes Bucherregal geschreinert.;entailment;32;neutral;a;twice
exp1_32_na_n_d_cannot_say;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal geschreinert, weil sie in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Linda ein weißes Bucherregal geschreinert hat.;neutral;32;neutral;a;cannot say
exp1_32_nb_p_f_once;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal erhalten, weil er in eine WG gezogen ist.;Timo hat einmal ein weißes Bucherregal erhalten.;entailment;32;positive;b;once
exp1_32_nb_p_f_twice;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal erhalten, weil er in eine WG gezogen ist.;Timo hat mindestens zweimal ein weißes Bucherregal erhalten.;neutral;32;positive;b;twice
exp1_32_nb_p_f_cannot_say;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Timo wieder ein weißes Bucherregal erhalten, weil er in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Timo ein weißes Bucherregal erhalten hat.;neutral;32;positive;b;cannot say
exp1_32_nb_n_d_once;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal erhalten, weil sie in eine WG gezogen ist.;Linda hat einmal ein weißes Bucherregal erhalten.;neutral;32;neutral;b;once
exp1_32_nb_n_d_twice;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal erhalten, weil sie in eine WG gezogen ist.;Linda hat mindestens zweimal ein weißes Bucherregal erhalten.;entailment;32;neutral;b;twice
exp1_32_nb_n_d_cannot_say;Vor drei Monaten hat Linda Timo ein weißes Bucherregal gebaut.;Vor zwei Wochen hat Linda wieder ein weißes Bucherregal erhalten, weil sie in eine WG gezogen ist.;Es lässt sich nicht sagen, wie oft Linda ein weißes Bucherregal erhalten hat.;neutral;32;neutral;b;cannot say
exp1_33_pa_p_f_once;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.;Greta hat einmal ein peinliches Geheimnis erfahren.;neutral;33;positive;a;once
exp1_33_pa_p_f_twice;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.;Greta hat mindestens zweimal ein peinliches Geheimnis erfahren.;entailment;33;positive;a;twice
exp1_33_pa_p_f_cannot_say;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis erfahren hat.;neutral;33;positive;a;cannot say
exp1_33_pa_n_d_once;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.;Timo hat einmal ein peinliches Geheimnis erfahren.;entailment;33;neutral;a;once
exp1_33_pa_n_d_twice;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.;Timo hat mindestens zweimal ein peinliches Geheimnis erfahren.;neutral;33;neutral;a;twice
exp1_33_pa_n_d_cannot_say;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis erfahren hat.;neutral;33;neutral;a;cannot say
exp1_33_pb_p_f_once;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.;Greta hat einmal ein peinliches Geheimnis preisgegeben.;neutral;33;positive;b;once
exp1_33_pb_p_f_twice;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.;Greta hat mindestens zweimal ein peinliches Geheimnis preisgegeben.;entailment;33;positive;b;twice
exp1_33_pb_p_f_cannot_say;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis preisgegeben hat.;neutral;33;positive;b;cannot say
exp1_33_pb_n_d_once;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.;Timo hat einmal ein peinliches Geheimnis preisgegeben.;entailment;33;neutral;b;once
exp1_33_pb_n_d_twice;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.;Timo hat mindestens zweimal ein peinliches Geheimnis preisgegeben.;neutral;33;neutral;b;twice
exp1_33_pb_n_d_cannot_say;Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis preisgegeben hat.;neutral;33;neutral;b;cannot say
exp1_33_na_p_f_once;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.;Timo hat einmal ein peinliches Geheimnis erfahren.;entailment;33;positive;a;once
exp1_33_na_p_f_twice;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.;Timo hat mindestens zweimal ein peinliches Geheimnis erfahren.;neutral;33;positive;a;twice
exp1_33_na_p_f_cannot_say;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis erfahren hat.;neutral;33;positive;a;cannot say
exp1_33_na_n_d_once;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.;Greta hat einmal ein peinliches Geheimnis erfahren.;neutral;33;neutral;a;once
exp1_33_na_n_d_twice;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.;Greta hat mindestens zweimal ein peinliches Geheimnis erfahren.;entailment;33;neutral;a;twice
exp1_33_na_n_d_cannot_say;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis erfahren hat.;neutral;33;neutral;a;cannot say
exp1_33_nb_p_f_once;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.;Timo hat einmal ein peinliches Geheimnis preisgegeben.;entailment;33;positive;b;once
exp1_33_nb_p_f_twice;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.;Timo hat mindestens zweimal ein peinliches Geheimnis preisgegeben.;neutral;33;positive;b;twice
exp1_33_nb_p_f_cannot_say;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis preisgegeben hat.;neutral;33;positive;b;cannot say
exp1_33_nb_n_d_once;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.;Greta hat einmal ein peinliches Geheimnis preisgegeben.;neutral;33;neutral;b;once
exp1_33_nb_n_d_twice;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.;Greta hat mindestens zweimal ein peinliches Geheimnis preisgegeben.;entailment;33;neutral;b;twice
exp1_33_nb_n_d_cannot_say;Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.;Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.;Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis preisgegeben hat.;neutral;33;neutral;b;cannot say
exp1_34_pa_p_f_once;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat einmal einen neuen Haarschnitt bekommen.;neutral;34;positive;a;once
exp1_34_pa_p_f_twice;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat mindestens zweimal einen neuen Haarschnitt bekommen.;entailment;34;positive;a;twice
exp1_34_pa_p_f_cannot_say;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt bekommen hat.;neutral;34;positive;a;cannot say
exp1_34_pa_n_d_once;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat einmal einen neuen Haarschnitt bekommen.;entailment;34;neutral;a;once
exp1_34_pa_n_d_twice;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat mindestens zweimal einen neuen Haarschnitt bekommen.;neutral;34;neutral;a;twice
exp1_34_pa_n_d_cannot_say;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt bekommen hat.;neutral;34;neutral;a;cannot say
exp1_34_pb_p_f_once;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat einmal einen neuen Haarschnitt kreiert.;neutral;34;positive;b;once
exp1_34_pb_p_f_twice;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Sabine hat mindestens zweimal einen neuen Haarschnitt kreiert.;entailment;34;positive;b;twice
exp1_34_pb_p_f_cannot_say;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.;Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt kreiert hat.;neutral;34;positive;b;cannot say
exp1_34_pb_n_d_once;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat einmal einen neuen Haarschnitt kreiert.;entailment;34;neutral;b;once
exp1_34_pb_n_d_twice;Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.;Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.;Timo hat mindestens zweimal einen neuen Haarschnitt kreiert.;neutral;34;neutral;b;twice
