id,premises,target_sentence,conclusion,gold_label,item_id,context,target,brace,condition,response_option,target_inferred,target_note,role_note,google/gemma-3-12b-it_pred_label,google/gemma-3-12b-it_p_entailment,google/gemma-3-12b-it_p_neutral,google/gemma-3-12b-it_p_contradiction
32_ai_bii2_once_neu,Vor drei Monaten hat Timo Linda ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal erhalten, weil er in eine WG gezogen ist.",Timo hat einmal ein weißes Bücherregal erhalten.,entailment,32,ai,bii,2,neutral,once,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,0.9995,0.0,0.0005
32_ai_bii2_twice_neu,Vor drei Monaten hat Timo Linda ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal erhalten, weil er in eine WG gezogen ist.",Timo hat mindestens zweimal ein weißes Bücherregal erhalten.,unknown,32,ai,bii,2,neutral,twice,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,1.0,0.0,0.0
32_ai_bii2_cannot_say_neu,Vor drei Monaten hat Timo Linda ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal erhalten, weil er in eine WG gezogen ist.","Es lässt sich nicht sagen, wie oft Timo ein weißes Bücherregal erhalten hat.",unknown,32,ai,bii,2,neutral,cannot say,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,neutral,0.0493,0.9107,0.04
32_aii_bi1_once_pos,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Linda wieder ein weißes Bücherregal geschreinert, weil sie in eine WG gezogen ist.",Linda hat einmal ein weißes Bücherregal geschreinert.,unknown,32,aii,bi,1,positive,once,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,0.9997,0.0,0.0003
32_aii_bi1_twice_pos,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Linda wieder ein weißes Bücherregal geschreinert, weil sie in eine WG gezogen ist.",Linda hat mindestens zweimal ein weißes Bücherregal geschreinert.,entailment,32,aii,bi,1,positive,twice,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,1.0,0.0,0.0
32_aii_bi1_cannot_say_pos,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Linda wieder ein weißes Bücherregal geschreinert, weil sie in eine WG gezogen ist.","Es lässt sich nicht sagen, wie oft Linda ein weißes Bücherregal geschreinert hat.",unknown,32,aii,bi,1,positive,cannot say,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,neutral,0.0917,0.54,0.3683
32_aii_bi2_once_neu,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal geschreinert, weil er in eine WG gezogen ist.",Timo hat einmal ein weißes Bücherregal geschreinert.,entailment,32,aii,bi,2,neutral,once,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,0.9999,0.0,0.0001
32_aii_bi2_twice_neu,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal geschreinert, weil er in eine WG gezogen ist.",Timo hat mindestens zweimal ein weißes Bücherregal geschreinert.,unknown,32,aii,bi,2,neutral,twice,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,1.0,0.0,0.0
32_aii_bi2_cannot_say_neu,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal geschreinert, weil er in eine WG gezogen ist.","Es lässt sich nicht sagen, wie oft Timo ein weißes Bücherregal geschreinert hat.",unknown,32,aii,bi,2,neutral,cannot say,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,neutral,0.0807,0.6053,0.314
32_aii_bii1_once_neu,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Linda wieder ein weißes Bücherregal erhalten, weil sie in eine WG gezogen ist.",Linda hat einmal ein weißes Bücherregal erhalten.,entailment,32,aii,bii,1,neutral,once,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,0.9995,0.0,0.0005
32_aii_bii1_twice_neu,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Linda wieder ein weißes Bücherregal erhalten, weil sie in eine WG gezogen ist.",Linda hat mindestens zweimal ein weißes Bücherregal erhalten.,unknown,32,aii,bii,1,neutral,twice,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,1.0,0.0,0.0
32_aii_bii1_cannot_say_neu,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Linda wieder ein weißes Bücherregal erhalten, weil sie in eine WG gezogen ist.","Es lässt sich nicht sagen, wie oft Linda ein weißes Bücherregal erhalten hat.",unknown,32,aii,bii,1,neutral,cannot say,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,neutral,0.0646,0.8558,0.0796
32_aii_bii2_once_pos,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal erhalten, weil er in eine WG gezogen ist.",Timo hat einmal ein weißes Bücherregal erhalten.,unknown,32,aii,bii,2,positive,once,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,0.9998,0.0,0.0002
32_aii_bii2_twice_pos,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal erhalten, weil er in eine WG gezogen ist.",Timo hat mindestens zweimal ein weißes Bücherregal erhalten.,entailment,32,aii,bii,2,positive,twice,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,entailment,0.9999,0.0,0.0001
32_aii_bii2_cannot_say_pos,Vor drei Monaten hat Linda Timo ein weißes Bücherregal gebaut.,"Vor zwei Wochen hat Timo wieder ein weißes Bücherregal erhalten, weil er in eine WG gezogen ist.","Es lässt sich nicht sagen, wie oft Timo ein weißes Bücherregal erhalten hat.",unknown,32,aii,bii,2,positive,cannot say,False,,geschreinert is agent-oriented; erhalten is recipient-oriented.,neutral,0.0637,0.8663,0.07
33_ai_bi1_once_pos,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.",Greta hat einmal ein peinliches Geheimnis erfahren.,unknown,33,ai,bi,1,positive,once,False,,,entailment,1.0,0.0,0.0
33_ai_bi1_twice_pos,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.",Greta hat mindestens zweimal ein peinliches Geheimnis erfahren.,entailment,33,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
33_ai_bi1_cannot_say_pos,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis erfahren hat.",unknown,33,ai,bi,1,positive,cannot say,False,,,neutral,0.0602,0.9275,0.0122
33_ai_bi2_once_neu,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.",Timo hat einmal ein peinliches Geheimnis erfahren.,entailment,33,ai,bi,2,neutral,once,False,,,entailment,0.9999,0.0,0.0001
33_ai_bi2_twice_neu,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.",Timo hat mindestens zweimal ein peinliches Geheimnis erfahren.,unknown,33,ai,bi,2,neutral,twice,False,,,entailment,0.9999,0.0,0.0001
33_ai_bi2_cannot_say_neu,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis erfahren hat.",unknown,33,ai,bi,2,neutral,cannot say,False,,,neutral,0.056,0.9366,0.0075
33_ai_bii1_once_neu,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.",Greta hat einmal ein peinliches Geheimnis preisgegeben.,entailment,33,ai,bii,1,neutral,once,False,,,entailment,1.0,0.0,0.0
33_ai_bii1_twice_neu,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.",Greta hat mindestens zweimal ein peinliches Geheimnis preisgegeben.,unknown,33,ai,bii,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
33_ai_bii1_cannot_say_neu,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis preisgegeben hat.",unknown,33,ai,bii,1,neutral,cannot say,False,,,neutral,0.1269,0.7117,0.1613
33_ai_bii2_once_pos,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.",Timo hat einmal ein peinliches Geheimnis preisgegeben.,unknown,33,ai,bii,2,positive,once,False,,,entailment,1.0,0.0,0.0
33_ai_bii2_twice_pos,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.",Timo hat mindestens zweimal ein peinliches Geheimnis preisgegeben.,entailment,33,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
33_ai_bii2_cannot_say_pos,Letzten Monat hat Timo Greta ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis preisgegeben hat.",unknown,33,ai,bii,2,positive,cannot say,False,,,neutral,0.1528,0.598,0.2493
33_aii_bi1_once_neu,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.",Greta hat einmal ein peinliches Geheimnis erfahren.,entailment,33,aii,bi,1,neutral,once,False,,,entailment,0.9999,0.0,0.0001
33_aii_bi1_twice_neu,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.",Greta hat mindestens zweimal ein peinliches Geheimnis erfahren.,unknown,33,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
33_aii_bi1_cannot_say_neu,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis erfahren, als sie an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis erfahren hat.",unknown,33,aii,bi,1,neutral,cannot say,False,,,neutral,0.0583,0.9336,0.0081
33_aii_bi2_once_pos,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.",Timo hat einmal ein peinliches Geheimnis erfahren.,unknown,33,aii,bi,2,positive,once,False,,,entailment,1.0,0.0,0.0
33_aii_bi2_twice_pos,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.",Timo hat mindestens zweimal ein peinliches Geheimnis erfahren.,entailment,33,aii,bi,2,positive,twice,False,,,entailment,1.0,0.0,0.0
33_aii_bi2_cannot_say_pos,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis erfahren, als er an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis erfahren hat.",unknown,33,aii,bi,2,positive,cannot say,False,,,neutral,0.0497,0.9418,0.0085
33_aii_bii1_once_pos,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.",Greta hat einmal ein peinliches Geheimnis preisgegeben.,unknown,33,aii,bii,1,positive,once,False,,,entailment,1.0,0.0,0.0
33_aii_bii1_twice_pos,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.",Greta hat mindestens zweimal ein peinliches Geheimnis preisgegeben.,entailment,33,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
33_aii_bii1_cannot_say_pos,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Greta wieder ein peinliches Geheimnis preisgegeben, als sie an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Greta ein peinliches Geheimnis preisgegeben hat.",unknown,33,aii,bii,1,positive,cannot say,False,,,neutral,0.1782,0.683,0.1388
33_aii_bii2_once_neu,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.",Timo hat einmal ein peinliches Geheimnis preisgegeben.,entailment,33,aii,bii,2,neutral,once,False,,,entailment,1.0,0.0,0.0
33_aii_bii2_twice_neu,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.",Timo hat mindestens zweimal ein peinliches Geheimnis preisgegeben.,unknown,33,aii,bii,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
33_aii_bii2_cannot_say_neu,Letzten Monat hat Greta Timo ein peinliches Geheimnis verraten.,"Vor drei Tagen hat Timo wieder ein peinliches Geheimnis preisgegeben, als er an einem Klassentreffen teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo ein peinliches Geheimnis preisgegeben hat.",unknown,33,aii,bii,2,neutral,cannot say,False,,,neutral,0.1963,0.562,0.2417
34_ai_bi1_once_pos,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat einmal einen neuen Haarschnitt bekommen.,unknown,34,ai,bi,1,positive,once,False,,,entailment,0.9976,0.0,0.0024
34_ai_bi1_twice_pos,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat mindestens zweimal einen neuen Haarschnitt bekommen.,entailment,34,ai,bi,1,positive,twice,False,,,entailment,1.0,0.0,0.0
34_ai_bi1_cannot_say_pos,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt bekommen hat.",unknown,34,ai,bi,1,positive,cannot say,False,,,contradiction,0.2085,0.1558,0.6357
34_ai_bi2_once_neu,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat einmal einen neuen Haarschnitt bekommen.,entailment,34,ai,bi,2,neutral,once,False,,,entailment,0.9976,0.0,0.0024
34_ai_bi2_twice_neu,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat mindestens zweimal einen neuen Haarschnitt bekommen.,unknown,34,ai,bi,2,neutral,twice,False,,,entailment,1.0,0.0,0.0
34_ai_bi2_cannot_say_neu,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt bekommen hat.",unknown,34,ai,bi,2,neutral,cannot say,False,,,contradiction,0.2513,0.1331,0.6156
34_ai_bii1_once_neu,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat einmal einen neuen Haarschnitt kreiert.,entailment,34,ai,bii,1,neutral,once,False,,,entailment,0.9996,0.0,0.0004
34_ai_bii1_twice_neu,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat mindestens zweimal einen neuen Haarschnitt kreiert.,unknown,34,ai,bii,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
34_ai_bii1_cannot_say_neu,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt kreiert hat.",unknown,34,ai,bii,1,neutral,cannot say,False,,,neutral,0.0865,0.8824,0.0312
34_ai_bii2_once_pos,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat einmal einen neuen Haarschnitt kreiert.,unknown,34,ai,bii,2,positive,once,False,,,entailment,0.9991,0.0,0.0009
34_ai_bii2_twice_pos,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat mindestens zweimal einen neuen Haarschnitt kreiert.,entailment,34,ai,bii,2,positive,twice,False,,,entailment,1.0,0.0,0.0
34_ai_bii2_cannot_say_pos,Vor vier Monaten hat Timo Sabine einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt kreiert hat.",unknown,34,ai,bii,2,positive,cannot say,False,,,neutral,0.1276,0.8322,0.0402
34_aii_bi1_once_neu,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat einmal einen neuen Haarschnitt bekommen.,entailment,34,aii,bi,1,neutral,once,False,,,entailment,0.9972,0.0,0.0028
34_aii_bi1_twice_neu,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat mindestens zweimal einen neuen Haarschnitt bekommen.,unknown,34,aii,bi,1,neutral,twice,False,,,entailment,1.0,0.0,0.0
34_aii_bi1_cannot_say_neu,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt bekommen, weil sie an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt bekommen hat.",unknown,34,aii,bi,1,neutral,cannot say,False,,,contradiction,0.2832,0.2499,0.4669
34_aii_bi2_once_pos,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat einmal einen neuen Haarschnitt bekommen.,unknown,34,aii,bi,2,positive,once,False,,,entailment,0.9992,0.0,0.0008
34_aii_bi2_twice_pos,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat mindestens zweimal einen neuen Haarschnitt bekommen.,entailment,34,aii,bi,2,positive,twice,False,,,entailment,0.9999,0.0,0.0001
34_aii_bi2_cannot_say_pos,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt bekommen, weil er an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt bekommen hat.",unknown,34,aii,bi,2,positive,cannot say,False,,,neutral,0.2051,0.5811,0.2138
34_aii_bii1_once_pos,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat einmal einen neuen Haarschnitt kreiert.,unknown,34,aii,bii,1,positive,once,False,,,entailment,0.9992,0.0,0.0008
34_aii_bii1_twice_pos,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.",Sabine hat mindestens zweimal einen neuen Haarschnitt kreiert.,entailment,34,aii,bii,1,positive,twice,False,,,entailment,1.0,0.0,0.0
34_aii_bii1_cannot_say_pos,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Sabine wieder einen neuen Haarschnitt kreiert, weil sie an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Sabine einen neuen Haarschnitt kreiert hat.",unknown,34,aii,bii,1,positive,cannot say,False,,,neutral,0.1012,0.8695,0.0293
34_aii_bii2_once_neu,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat einmal einen neuen Haarschnitt kreiert.,entailment,34,aii,bii,2,neutral,once,False,,,entailment,0.9996,0.0,0.0004
34_aii_bii2_twice_neu,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.",Timo hat mindestens zweimal einen neuen Haarschnitt kreiert.,unknown,34,aii,bii,2,neutral,twice,False,,,entailment,0.9999,0.0,0.0001
34_aii_bii2_cannot_say_neu,Vor vier Monaten hat Sabine Timo einen neuen Haarschnitt verpasst.,"Vor einer Woche hat Timo wieder einen neuen Haarschnitt kreiert, weil er an einem Frisurenwettbewerb teilgenommen hat.","Es lässt sich nicht sagen, wie oft Timo einen neuen Haarschnitt kreiert hat.",unknown,34,aii,bii,2,neutral,cannot say,False,,,neutral,0.0583,0.934,0.0077
35_ai_bi1_once_pos,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.",Tina hat einmal eine kleine Geldsumme ausgeliehen.,unknown,35,ai,bi,1,positive,once,False,,,entailment,0.9999,0.0,0.0001
35_ai_bi1_twice_pos,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.",Tina hat mindestens zweimal eine kleine Geldsumme ausgeliehen.,entailment,35,ai,bi,1,positive,twice,False,,,entailment,0.9997,0.0,0.0003
35_ai_bi1_cannot_say_pos,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Tina wieder eine kleine Geldsumme ausgeliehen, als sie in einer Kneipe verabredet war.","Es lässt sich nicht sagen, wie oft Tina eine kleine Geldsumme ausgeliehen hat.",unknown,35,ai,bi,1,positive,cannot say,False,,,neutral,0.0649,0.9343,0.0008
35_ai_bi2_once_neu,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.",Timo hat einmal eine kleine Geldsumme ausgeliehen.,entailment,35,ai,bi,2,neutral,once,False,,,entailment,0.9998,0.0,0.0001
35_ai_bi2_twice_neu,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.",Timo hat mindestens zweimal eine kleine Geldsumme ausgeliehen.,unknown,35,ai,bi,2,neutral,twice,False,,,entailment,0.9999,0.0,0.0001
35_ai_bi2_cannot_say_neu,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Timo wieder eine kleine Geldsumme ausgeliehen, als er in einer Kneipe verabredet war.","Es lässt sich nicht sagen, wie oft Timo eine kleine Geldsumme ausgeliehen hat.",unknown,35,ai,bi,2,neutral,cannot say,False,,,neutral,0.0634,0.9359,0.0007
35_ai_bii1_once_neu,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.",Tina hat einmal eine kleine Geldsumme verliehen.,entailment,35,ai,bii,1,neutral,once,False,,,entailment,1.0,0.0,0.0
35_ai_bii1_twice_neu,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.",Tina hat mindestens zweimal eine kleine Geldsumme verliehen.,unknown,35,ai,bii,1,neutral,twice,False,,,entailment,0.9997,0.0,0.0003
35_ai_bii1_cannot_say_neu,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Tina wieder eine kleine Geldsumme verliehen, als sie in einer Kneipe verabredet war.","Es lässt sich nicht sagen, wie oft Tina eine kleine Geldsumme verliehen hat.",unknown,35,ai,bii,1,neutral,cannot say,False,,,neutral,0.0577,0.9417,0.0006
35_ai_bii2_once_pos,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.",Timo hat einmal eine kleine Geldsumme verliehen.,unknown,35,ai,bii,2,positive,once,False,,,entailment,0.9999,0.0,0.0001
35_ai_bii2_twice_pos,Vorletzte Woche hat Timo Tina fünf Euro geborgt.,"Vor zwei Tagen hat Timo wieder eine kleine Geldsumme verliehen, als er in einer Kneipe verabredet war.",Timo hat mindestens zweimal eine kleine Geldsumme verliehen.,entailment,35,ai,bii,2,positive,twice,False,,,entailment,0.9997,0.0,0.0003
